YEAR,DUNSNO,COMPANYNAME,NATIONALCODE,COUNTYCODE,STATECODE,CITYCODE,STREETADDRESS,CITY,STATE,ZIPCODE,ZIPCODE4,MAILINGADDRESSCODE,MAILINGADDRESS,MAILINGCITYNAME,MAILINGSTATE,MAILINGZIPCODE,MAILINGZIPCODE4,PHONENUMBER,PRINCIPAL,DDM,BUSINESSDESCRIPTION,YEARSTARTED,SLS,SLSCODE,EMPLOYEESTHISSITE,EMPLOYEESTHISSITECODE,EMPLOYEESALLSITES,EMPLOYEESALLSITESCODE,SIC1,SIC2,SIC3,SIC4,SIC5,SIC6,SECONDARYNAME,PARENTCITYNAME,PARENTSTATE,DANDBOFFICE,HQDUNSNO,PARENTDUNSNO,ULTDUNSNO,STATUS,SUBSIDIARYINDICATOR,MANUFACTURING,SALESGROWTH,EMPLOYMENTGROWTH,SMSACODE,BASEYEARSALES,BASEYEAREMPLOYMENT,TRENDYEARSALES,TRENDYEAREMPLOYMENT,POPULATIONCODE,TRANSACTIONCODE,HIERCODE,DIASCODE,REPORTDATE
2001,28967045,MUSIC TO OUR EARS,0,313,45,5736,2432 PEARSON PKWY,MINNEAPOLIS,MN,55444,1627,,,,,,,7635851766,GORDON AUNE,TREASURER,TRUSTS NEC,2000,150000,2,2,2,2,2,6733,9901,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,10703
2001,29121774,APROPOS GALLERIES LLC,0,225,45,7647,901 LAKEWOOD HILLS RD,SAINT PAUL,MN,55123,1903,,,,,,,6517390133,BARBARA THIES,,REPAIR SVCS NEC,2000,36000,2,1,0,1,0,7699,1809,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,10705
2001,29122152,YOUTH QUAKE,0,38,45,311,320 E MAIN ST,ANOKA,MN,55303,2480,,P O BOX 480075,MINNEAPOLIS,MN,55448,8075,7634338375,JIM TEGELHUTTER,PRESIDENT,CIVIC SOCIAL ASSNS,2000,24000,2,1,0,1,0,8641,300,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,10705
2001,29122210,PROACTIVE P C INC,0,313,45,4161,15624 SUNSET RD,HOPKINS,MN,55345,1942,,P O BOX PMB 260,HOPKINS,MN,55345,,9529352166,JEFFREY HOLDS,PRESIDENT,COMP RLTD SVCS NEC,2000,100000,0,3,0,3,0,7379,100,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,10705
2001,29122517,JK RESEARCH,0,775,45,2397,639 RIDGEWOOD RD,DULUTH,MN,55804,1856,,,,,,,2187241204,JULIA ZARBOK,OWNER,ADVERTISNG AGENCIES,2000,120000,2,1,0,1,0,7311,0,,,,,,,,,,,,0,0,1,,,166,,,,,7,2,,,10705
2001,29144800,ROCKY PONDS,0,654,45,4063,,HINCKLEY,MN,55037,,,P O BOX 34A,HINCKLEY,MN,55037,34,3203846248,CLIFFORD MOHS,OWNER,MEAT FISH MARKETS,2000,70000,2,1,0,1,0,5421,101,,,,,,,,,,,,0,0,1,,,,,,,,4,2,,,10705
2001,29146284,RIVER CITY QUILTS LLC,0,588,45,5379,2271 NORTHRIDGE DR,MANKATO,MN,56003,2320,,,,,,,5076258135,SALLY TRASK,,NONDURABLE GDS NEC,2000,3000,0,1,0,1,0,5199,400,,,,,,,,,,,,0,0,1,,,,,,,,5,2,,,10705
2001,29154247,BELDENS OUTDOORS,0,566,45,458,105 13TH ST NE,AUSTIN,MN,55912,4542,,,,,,,5074371899,DOUG BELDEN,OWNER,ANIMAL SPCLTIES NE,2000,28000,2,1,0,1,0,279,200,,,,,,,,,,,,0,0,0,,,,,,,,5,2,,,10705
2001,29166571,CELTIC THREADS,0,698,45,7647,2035 WELLESLEY AVE,SAINT PAUL,MN,55105,1621,,,,,,,6516984602,CAROLE LOUFEK,PARTNER,APPAREL ACCS NEC,2000,67000,2,2,0,2,0,2389,300,,,,,,,,,,,,0,0,0,,,370,,,,,8,2,,,10705
2001,29172991,BELLSONG PRODUCTS,0,698,45,7647,2473 7TH ST W 155,SAINT PAUL,MN,55116,2839,,,,,,,6516996500,SCOTT SHULTZ,OWNER,MEDCNLS BOTANICALS,2000,22000,0,2,0,2,0,2833,400,,,,,,,,,,,,0,0,0,,,370,,,,,8,3,,,10813
2001,29176794,EDC EXPRESS,0,588,45,5379,401 SOUTH AVE,MANKATO,MN,56003,3860,,,,,,,5073885035,LAVENA CRIVEA,OWNER,COMMRCL PRTNG GRVR,2000,59000,2,1,0,1,0,2754,703,,,,,,,,,,,,0,0,0,,,,,,,,5,2,,,10705
2001,29177156,TUNNEL STUDIO INC,0,313,45,5736,4305 ABBOTT AVE S,MINNEAPOLIS,MN,55410,1442,,,,,,,6129200881,RANDY PIERCE,PRESIDENT,COMMRCL ART GR DSG,2000,20000,0,1,0,1,0,7336,103,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,10705
2001,29188336,AUTOMATIC ALOE,0,885,45,4721,1028 S GARDEN ST,LAKE CITY,MN,55041,1847,,,,,,,6513452563,ANDREW WEBSTER,OWNER,CTLG ML-ORDER HSES,2000,47000,2,1,0,1,0,5961,9911,,,,,,,,,,,,0,0,1,,,,,,,,4,2,,,10705
2001,29214520,K W CONSTRUCTION & LDSCP SUPS,0,159,45,7423,50350 FOREST BLVD,RUSH CITY,MN,55069,2241,,,,,,,3203580056,KIRTIS WEINER,OWNER,SNGL-FAM HSNG CNSTR,2000,50000,0,5,0,5,0,1521,101,,,,,,,,,,,,0,0,1,,,370,,,,,5,2,,,10705
2001,29246274,FARROW MEDIA SERVICES,0,698,45,7647,3488 EDGERTON ST,SAINT PAUL,MN,55127,7108,,,,,,,6514845367,CHARLES FARROW,PARTNER,DATA PROC PREPARAT,2000,87000,2,2,0,2,0,7374,102,,,,,,,,,,,,0,0,1,,,370,,,,,8,2,,,10705
2001,29247033,FRUITION CONSULTING INC,0,313,45,5736,410 N 2ND ST APT 149,MINNEAPOLIS,MN,55401,5350,,,,,,,6123325872,MIKE BRESNAHAN,CHIEF EXECUTIVE OFFICER,COMP RLTD SVCS NEC,2000,130000,2,2,0,2,0,7379,203,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,10705
2001,29247223,ISDWW,0,225,45,8060,739 20TH AVE N,SOUTH SAINT P,MN,55075,1307,,,,,,,6514519250,RYAN RAAK,OWNER,CMPTRS PERIPH SFTW,2000,300000,0,3,0,3,0,5045,9903,,,,,STAR SYSTEMS,,,,,,,0,0,1,,,370,,,,,7,2,,,10705
2001,29247256,STEINAIR,0,225,45,7367,15142 CIMARRON AVE,ROSEMOUNT,MN,55068,2754,,,,,,,6513227522,STEIN BRUCH,PRESIDENT,ENGINEERING SVCS,2000,750000,0,4,0,4,0,8711,9902,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,10705
2001,29255267,AUTO GLASS TODAY INC,0,698,45,7647,2031 COUNTY ROAD C W,SAINT PAUL,MN,55113,1305,,P O BOX 130845,SAINT PAUL,MN,55113,8,6516334040,RODNEY ELLISON,PRESIDENT,ATMTV GLS RPLCMT SH,2000,300000,2,6,0,6,0,7536,0,,,,,,,,,,,,0,0,1,,,370,,,,,8,2,,,10706
2001,29275612,AUTO-NETICS INC,0,566,45,458,2708 8TH AVE SW,AUSTIN,MN,55912,1297,,P O BOX 685,AUSTIN,MN,55912,685,5074372886,DOUGLAS GORATH,PRESIDENT,USED CAR DEALERS,2000,1500000,0,4,0,4,0,5521,0,,,,,AUTONETICSNET,,,,,,,0,0,1,,,,,,,,5,2,,,10706
2001,29351611,INTEGRITY BRICKNSTN,0,313,45,5736,5111 UPTON AVE N,MINNEAPOLIS,MN,55430,3313,,,,,,,6125200051,KELLY SELLERS,,MSNRY OTHER STNWRK,2000,260000,2,5,0,5,0,1741,9901,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,10706
2001,29374522,DAN HILKE DESIGNS,0,412,45,4301,1014 6TH ST,INTERNATIONAL,MN,56649,2224,,,,,,,2182839574,DAN HILKE,OWNER,CPTR INTGTD SYS DGN,2000,93000,2,1,0,1,0,7373,0,,,,,,,,,,,,0,0,1,,,,,,,,4,2,,,10706
2001,29374977,HSIAO CHING,0,38,45,5736,9842 PALM ST NW,MINNEAPOLIS,MN,55433,5467,,,,,,,7637674731,CHING HSIAO,OWNER,COMP RLTD SVCS NEC,2000,63000,2,1,0,1,0,7379,0,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,10706
2001,29374993,CARMA BUSINESS SOLUTIONS,0,38,45,5736,1614 118TH LN NW,MINNEAPOLIS,MN,55448,1918,,,,,,,7638621642,BRIAN KELLER-HEIKKILA,PRESIDENT,COMP RLTD SVCS NEC,2000,270000,2,4,0,4,0,7379,200,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,10706
2001,29375040,ARMOR DEVELOPMENT CO,0,313,45,5736,16530 29TH AVE N,MINNEAPOLIS,MN,55447,1817,,,,,,,7635500408,CLARITTE LAPOINT,OWNER,CTLG ML-ORDER HSES,2000,100000,2,2,0,2,0,5961,201,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,10706
2001,29376568,DAYNOR BUSINESS SOLUTIONS,0,313,45,2166,10670 WELLINGTON LN N,OSSEO,MN,55369,2628,,,,,,,7634932290,LARRY HAMANT,OWNER,CPTR INTGTD SYS DGN,2000,5000,0,1,0,1,0,7373,100,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,10706
2001,29385965,SKATEWATE LLC,0,775,45,2397,312 N 40TH AVE E,DULUTH,MN,55804,2132,,P O BOX 16144,DULUTH,MN,55816,144,2185254604,HARRY GOLDFINE,,SPRTG AHLTC GDS NE,2000,88000,2,2,0,2,0,3949,402,,,,,,,,,,,,0,0,0,,,166,,,,,7,2,,,10706
2001,29390270,RASH ROCKIE,0,313,45,6513,14735 77TH PL N,OSSEO,MN,55311,2183,,,,,,,7634204937,ROCKIE RASH,PRESIDENT,ENTRS ENTRTNMNT GR,2000,150000,0,1,0,1,0,7929,100,,,,,THUNDER COUNTRY PRODUCIONS,,,,,,,0,0,1,,,370,,,,,9,2,,,10706
2001,29423436,LINEAR CERAMIC AND STONE LLC,0,698,45,7647,1015 GRAND AVE,SAINT PAUL,MN,55105,3055,,,,,,,6512305942,COREY SULLIVAN,,BRCK STN RLTD MTR,2000,200000,0,3,0,3,0,5032,0,,,,,,,,,,,,0,0,1,,,370,,,,,8,2,,,10709
2001,29427239,BOOKSOUTH INC,0,71,45,7171,40214 WALLABY RD,RICE,MN,56367,9589,,,,,,,3202603594,BRADLEY VOGT,PRESIDENT,RADIO TV PBLSHR R,2000,100000,0,2,0,2,0,7313,0,,,,,,,,,,,,0,0,1,,,503,,,,,5,2,,,10709
2001,29450157,EQUINEPRACTICEDVM,0,357,45,1794,35277 FOXTAIL LN,COHASSET,MN,55721,8685,,,,,,,5159671982,KEITH MURRAY,OWNER,VTRNRY SVCS SPCLTE,2000,48000,2,1,0,1,0,742,9902,,,,,,,,,,,,0,0,1,,,,,,,,5,2,,,10709
2001,29511941,MANY HATS ENTERPRISES INC,0,214,45,4406,10728 SOUTH RD,PEQUOT LAKES,MN,56472,3629,,,,,,,2185434099,TODD BEYER,PRESIDENT,RSDNTL CNSTR NEC,2000,230000,2,2,0,2,0,1522,0,,,,,,,,,,,,0,0,1,,,,,,,,5,2,,,10709
2001,29550089,ALLA INVESTMENT MANAGEMENT INC,0,313,45,5736,6800 FRANCE AVE S STE 170,MINNEAPOLIS,MN,55435,1998,,,,,,,9529153033,MARK HOONSBEEN,PRESIDENT,INVESTMENT ADVICE,2000,530000,2,6,0,6,0,6282,0,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,11008
2001,29621740,BATTLE VIEW LANDING,0,632,45,3972,22 540 COUNTY 5,HENNING,MN,56551,,,,,,,,7657420124,PRINCIPAL STEVE HEIDENSON,OWNER,BUS SERVICES NEC,2000,370000,2,8,0,8,0,7389,0,,,,,,,,,,,,0,0,1,,,,,,,,6,3,,,10816
2001,29623134,GEGEN LAW OFFICES,0,313,45,5736,1401 W 76TH ST STE 400,MINNEAPOLIS,MN,55423,3866,,,,,,,6128610196,NICK GEGEN,OWNER,LEGAL SERVICES,2000,64000,2,1,0,1,0,8111,9901,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,10709
2001,29627184,PAGE PATRICK LAW OFFICE,0,698,45,7647,325 7TH ST W,SAINT PAUL,MN,55102,2326,,,,,,,6513100396,PATRICK PAGE,OWNER,LEGAL SERVICES,2000,180000,2,3,2,3,2,8111,209,,,,,,,,,,,,0,0,1,,,370,,,,,8,2,,,10709
2001,29635922,ALL AREA STORAGE,0,60,45,752,HGWY 71 S,BEMIDJI,MN,56601,,,,,,,,2187512607,DIRK FISHER,OWNER,SPCL WRHSG STRG N,2000,52000,2,1,0,1,0,4226,0,,,,,,,,,,,,0,0,1,,,,,,,,5,2,,,10709
2001,29646697,EASTERN MARKETING,0,225,45,7647,990 APOLLO RD,SAINT PAUL,MN,55121,2203,,,,,,,6516870667,WAI KONG,OWNER,GRCRS RLTD PRDS N,2000,300000,2,3,0,3,0,5149,604,,,,,,,,,,,,0,0,1,,,370,,,,,7,3,,,11108
2001,29685711,THATS IT INC,0,93,45,5428,111 HIGHWAY 22 S,MAPLETON,MN,56065,9567,,P O BOX 402,MAPLETON,MN,56065,402,5075243176,KEVIN MASLAKOW,PRESIDENT,FAMILY CLOTHNG STRS,2000,30000,0,1,0,1,0,5651,9902,,,,,THAT S IT CLOTHING,,,,,,,0,0,1,,,,,,,,6,2,,,10709
2001,29693723,JUUT HOLDINGS INC,0,313,45,5736,201 MAIN ST SE STE 324,MINNEAPOLIS,MN,55414,2139,,,,,,,6126762250,DAVID WAGNER,PRESIDENT,HOLDING COMPS NEC,2000,14400000,0,5,0,450,0,6719,9902,,,,,,,,,29693723,,29693723,1,0,1,,,370,,,,,9,2,1,1307417,10709
2001,29777146,GORMAN VELDE,0,973,45,3566,,GRANITE FALLS,MN,56241,,,RUR RTE 37,GRANITE FALLS,MN,56241,37,3205642587,VELDE GORMAN,,TOYS HBBY GDS SUP,2000,84000,2,1,0,1,0,5092,9901,,,,,,,,,,,,0,0,1,,,,,,,,4,2,,,10709
2001,29913113,ILLUSTRIOUS INDUSTRIES LT,0,313,45,5736,9224 29TH AVE N,MINNEAPOLIS,MN,55427,2363,,,,,,,7635958064,STEVE BARBO,OWNER,ELECTRNC CONNECTORS,2000,71000,2,1,0,1,0,3678,0,,,,,,,,,,,,0,0,0,,,370,,,,,9,2,,,10710
2001,29955866,DEERBROOK EXCHANGE,0,533,45,2516,24231 DEERBROOK RD,EDEN VALLEY,MN,55329,9265,,,,,,,3204532368,RANDY HANSON,OWNER,CTLG ML-ORDER HSES,2000,20000,0,2,0,2,0,5961,402,,,,,DEERBROOK EXCHANGE,,,,,,,0,0,1,,,,,,,,4,3,,,10712
2001,29972739,TWIN CITIES RESTAURANT & RFRGN,0,225,45,4310,3465 75TH ST E,INVER GROVE H,MN,55076,2585,,,,,,,6512489443,MICHAEL GRASZ,OWNER,REPAIR SVCS NEC,2000,120000,0,2,0,2,0,7699,2210,,,,,T C R & R,,,,,,,0,0,1,,,370,,,,,7,2,,,10702
2001,30003003,JASKOWIAK MATTHEW J,0,522,45,4252,310 BOULDER ST SW,HUTCHINSON,MN,55350,2118,,,,,,,3202347152,MATHEW J JASKOWIAK,OWNER,SNGL-FAM HSNG CNSTR,2000,45000,0,1,0,1,0,1521,100,9901,,,,,,,,,,,0,0,1,,,,,,,,5,2,,,10614
2001,30003177,VERKUILEN ENTERPRISES INC,0,313,45,2514,7303 GREEN RIDGE DR,EDEN PRAIRIE,MN,55346,3931,,P O BOX 670,CHANHASSEN,MN,55317,670,9529372002,PETER VERKUILEN,OWNER,GENRL WRHSG STORAG,2000,2000000,0,2,0,2,0,4225,9901,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,10614
2001,30010321,METANOIA CONSULTING LLC,0,918,45,7647,7148 VICTORIA RD,SAINT PAUL,MN,55125,1630,,,,,,,6515783996,HERBERT CHRISTENSEN,,COMP RLTD SVCS NEC,2000,63000,2,1,0,1,0,7379,200,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,10710
2001,30010578,PURPLE FLEECE,0,313,45,5736,5453 FREMONT AVE S,MINNEAPOLIS,MN,55419,1624,,,,,,,6125908941,DEBORAH BERGMAN,OWNER,SEWING NDLWK PC G,2000,10000,0,1,0,1,0,5949,207,,,,,,,,,,,,0,0,1,,,370,,,,,9,3,,,10718
2001,30017792,PINE GROVE MOTEL,0,357,45,3545,1420 NW 4TH ST,GRAND RAPIDS,MN,55744,2212,,,,,,,2183269674,BILL RANDOLF,OWNER,HOTELS AND MOTELS,2000,53000,2,2,0,2,0,7011,100,,,,,,,,,,,,0,0,1,,,,,,,,5,3,,,10822
2001,30020895,S & C CORP,0,49,45,2264,20664 COUNTY HIGHWAY 21,DETROIT LAKES,MN,56501,6920,,,,,,,2188475592,KRIS SMITH,CHIEF EXECUTIVE OFFICER,PUBLIC GOLF COURSES,2000,430000,2,10,0,10,0,7992,0,,,,,IRONMAN GOLF COURSE,,,,,,,0,0,1,,,,,,,,5,3,,,10926
2001,30044056,ROBERT BAUSCH MARKETING LLC,0,225,45,7647,750 HAVENVIEW CT,SAINT PAUL,MN,55120,1800,,,,,,,6516886913,ROBERT BAUSCH,PRESIDENT,MNGMNT CNSLTNG SVCS,2000,100000,0,2,0,2,0,8742,300,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,10710
2001,30044486,J&M CONTRACTING,0,159,45,8158,31178 GENESIS AVE,STACY,MN,55079,9417,,,,,,,6514620596,MICHAEL CAESAR,PARTNER,CABLE PAY TV SVCS,2000,80000,2,2,0,2,0,4841,9901,,,,,,,,,,,,0,0,1,,,370,,,,,5,2,,,10710
2001,30114339,NAU CONSTRUCTION,0,599,45,9348,1022 JOHNSON AVE,WORTHINGTON,MN,56187,1828,,,,,,,5073769252,DOUG NAU,OWNER,RSDNTL CNSTR NEC,2000,120000,2,1,0,1,0,1522,0,,,,,,,,,,,,0,0,1,,,,,,,,4,2,,,10711
2001,30122308,LUND WENDELL,0,115,45,556,3460 COUNTY ROAD 104,BARNUM,MN,55707,8827,,,,,,,2183890177,WENDELL LUND,OWNER,CARWASHES,2000,60000,1,1,0,1,0,7542,9904,,,,,SPARKLEWASH OF NORTHLAND,,,,,,,0,0,1,,,,,,,,5,2,,,10711
2001,30139278,WORKSCOPE,0,698,45,7647,535 SANDHURST DR W,SAINT PAUL,MN,55113,4659,,,,,,,6514897950,GRANGER WHITNEY,OWNER,DATA PROC PREPARAT,2000,44000,2,1,0,1,0,7374,102,,,,,,,,,,,,0,0,1,,,370,,,,,8,2,,,10711
2001,30175199,GREENWAY PUBLIC SCHOOLS,0,357,45,1816,200 COLE STEELE,COLERAINE,MN,55722,,,P O BOX 195,COLERAINE,MN,55722,195,2182452622,WILLIAM MAKININ,SUPERINTENDENT,ADMIN OF EDCNL PGMS,2000,0,2,200,0,200,0,9411,9901,,,,,,,,,,,,0,0,1,,,,,,,,5,2,,,10711
2001,30194240,ZANMILLER TRUCK FARM,0,313,45,5736,7821 W PARK HILLS DR,MINNEAPOLIS,MN,55438,2239,,,,,,,9529438109,RAN ZANMILLER,OWNER,INVESTORS NEC,2000,390000,2,4,0,4,0,6799,0,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,10711
2001,30194349,PENN STUDIO,0,313,45,5736,6421 LIMERICK DR,MINNEAPOLIS,MN,55439,1222,,,,,,,9529410298,MIKE PENN,OWNER,SERVICES NEC,2000,36000,2,1,0,1,0,8999,101,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,10711
2001,30201235,SHRADER PETE,0,786,45,7773,12457 FLAG AVE,SAVAGE,MN,55378,1016,,,,,,,9524961585,PETE SHRADER,PARTNER,RL ESTE AGNTS MGRS,2000,110000,2,2,0,2,0,6531,105,,,,,,,,,,,,0,0,1,,,370,,,,,6,2,,,10711
2001,30201375,JIM WILLIAMS INTERACTIVE,0,313,45,5736,5617 CODE AVE,MINNEAPOLIS,MN,55436,2458,,,,,,,9529292547,JIM WILLIAMS,OWNER,SERVICES NEC,2000,36000,2,1,0,1,0,8999,800,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,10711
2001,30205491,ABOUT ASIA LLC,0,698,45,7647,1597 MCLEAN AVE,SAINT PAUL,MN,55106,6612,,,,,,,6512096080,LILI TAN,PRESIDENT,GFT NVLTY SVENR S,2000,100000,0,3,0,3,0,5947,0,,,,,,,,,,,,0,0,1,,,370,,,,,8,2,,,10711
2001,30263904,CENTRAL IMAGE INC,0,38,45,5736,11638 ALDER ST NW,MINNEAPOLIS,MN,55448,3422,,,,,,,6125185300,TODD HARI,PRESIDENT,COMMRCL ART GR DSG,2000,150000,0,2,0,2,0,7336,0,,,,,GLASSIC IMAGE,,,,,,,0,0,1,,,370,,,,,7,2,,,10712
2001,30278027,COMPETITION BBQ INC,0,214,45,2012,33816 COUNTY ROAD 3,CROSSLAKE,MN,56442,4047,,,,,,,2186927427,JOHN NERMYR,PRESIDENT,EATING PLACES,2000,1000000,0,30,0,30,0,5812,801,,,,,FAMOUS DAVES BBQ,,,,,,,0,0,1,,,,,,,,5,3,,,11214
2001,30325588,HARVESTIME,0,918,45,7647,9377 WENTLOCK RD,SAINT PAUL,MN,55125,3419,,,,,,,6517142054,CLEON ENGEL,OWNER,BUS CONSULTING NEC,2000,120000,2,2,0,2,0,8748,0,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,10712
2001,30326404,AVAYA,0,632,45,6660,,PELICAN RAPID,MN,56572,,,RUR RTE 3 BOX 60,PELICAN RAPIDS,MN,56572,9120,2188634441,TERRY FIELD,MANAGER,COMMNCTN SVCS NEC,2000,49000,2,1,0,1,0,4899,9901,,,,,,,,,,,,0,0,1,,,,,,,,6,2,,,10712
2001,30343425,SPENCERS SHARPENING & COATING,0,555,45,7416,7434 160TH AVE,ROYALTON,MN,56373,3906,,,,,,,3205848188,ERIC SPENCER,OWNER,REPAIR SVCS NEC,2000,33000,2,1,0,1,0,7699,2301,,,,,,,,,,,,0,0,1,,,,,,,,5,2,,,10713
2001,30343433,HUDSONS SHUTTLE SERVICE,0,247,45,6485,1027 TRISCO COVE DR SE,OSAKIS,MN,56360,8315,,,,,,,3208595145,LARRY HUDSON,PARTNER,TAXICABS,2000,34000,2,2,0,2,0,4121,0,,,,,,,,,,,,0,0,1,,,,,,,,5,2,,,10713
2001,30344423,NITE HAWK RESTAURANT,0,764,45,7325,,ROOSEVELT,MN,56673,,,P O BOX 101,ROOSEVELT,MN,56673,101,2184427431,RAY PEDERSON,PRESIDENT,EATING PLACES,2000,370000,2,18,0,18,0,5812,0,,,,,,,,,,,,0,0,1,,,,,,,,4,2,,,10713
2001,30345040,WASTE PARTNERS ENVMTL SVCS,0,137,45,6814,2928 STATE 371 SW,PINE RIVER,MN,56474,4027,,P O BOX 677,PINE RIVER,MN,56474,677,2185878727,GARRY LOGE,PRESIDENT,LCL TRCKG W/O STRGE,2000,130000,2,3,0,3,0,4212,9906,,,,,,,,,,,,0,0,1,,,,,,,,4,2,,,10713
2001,30351295,CROSS LAKE INSURANCE AGENCY,0,214,45,2012,,CROSSLAKE,MN,56442,,,P O BOX 914,CROSSLAKE,MN,56442,914,2186921136,BRUCE GATLEY,PRESIDENT,INSURANCE AGNTS SV,2000,83000,2,1,0,1,0,6411,0,,,,,,,,,,,,0,0,1,,,,,,,,5,2,,,10713
2001,30374867,ZHANG JOHN,0,313,45,6513,8915 TEWSBURY GATE,OSSEO,MN,55311,1125,,,,,,,7634162128,JOHN ZHANG,OWNER,HARDWARE,2000,330000,2,3,2,3,2,5072,0,,,,,MINNESOTA HARDWARE COMPANY,,,,,,,0,0,1,,,370,,,,,9,3,,,10716
2001,30383165,EZ INDUSTRIES INC,0,962,45,7283,136 RIVERVIEW RD,ROCKFORD,MN,55373,9641,,,,,,,7634779097,MIKE LEWIS,PRESIDENT,MFG INDUSTRIES NEC,2000,110000,2,3,0,3,0,3999,0,,,,,,,,,,,,0,0,0,,,370,,,,,6,2,,,10713
2001,30387992,XAN DESIGN,0,819,45,7549,1602 3RD ST N,SAINT CLOUD,MN,56303,4518,,,,,,,3202031791,ALEXANDRIA HOLVIG,OWNER,SERVICES NEC,2000,36000,2,1,0,1,0,8999,101,,,,,,,,,,,,0,0,1,,,503,,,,,7,2,,,10713
2001,30400357,JOHN N BYERS,0,313,45,5736,2200 METROPOLITAN CTR,MINNEAPOLIS,MN,55408,,,,,,,,6123422882,JOHN B BEYERS OWNER,,MISC PRSNL SVCS NE,2000,29000,2,1,0,1,0,7299,100,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,10713
2001,30409465,PROQUATICS,0,698,45,7647,2335 WOODBRIDGE ST,SAINT PAUL,MN,55113,4718,,,,,,,6514817931,SCOTT SWANSON,OWNER,SPCL DIES TLS FXT,2000,51000,2,1,0,1,0,3544,0,,,,,,,,,,,,0,0,0,,,370,,,,,8,2,,,10713
2001,30412022,GRAV-ZERO LABS INC,0,38,45,5736,59 LOGAN PKWY NE,MINNEAPOLIS,MN,55432,3038,,,,,,,7635713179,BRIAN J FOSS,PRESIDENT,PRSNL LTHER GDS NE,2000,10000,0,3,0,3,0,3172,9905,,,,,,,,,,,,0,0,0,,,370,,,,,7,3,,,10716
2001,30430610,MODERN INK INTERNET DESIG,0,698,45,7647,1758 BAYARD AVE,SAINT PAUL,MN,55116,1434,,,,,,,6516982855,PATRICK HOLT,OWNER,DATA PROC PREPARAT,2000,44000,2,1,0,1,0,7374,102,,,,,,,,,,,,0,0,1,,,370,,,,,8,2,,,10714
2001,30450493,MINNESOTA ONE HEALTH SYSTEMS,0,313,45,4161,1011 1ST ST S STE 10,HOPKINS,MN,55343,7584,,,,,,,9523453000,BRIAN ENGEL,PARTNER,OFCS HLTH PRNRS NE,2000,280000,2,7,0,7,0,8049,0,,,,,,,,,,,,0,0,1,,,370,,,,,9,2,,,10716
2001,30458587,MEYER LAURIE W,0,313,45,4161,5101 THIMSEN AVE,HOPKINS,MN,55345,4117,,,,,,,9523805934,LAURIE W MEYERS,OWNER,LEGAL SERVICES,2000,64000,2,1,0,1,0,8111,0,,,,,LAURIE W MEYER ATTORNEY AT LAW,,,,,,,0,0,1,,,370,,,,,9,2,,,10716
2001,30542778,HAPPE DAN CONSTRUCTION INC,0,225,45,4310,6919 RIVER RD,INVER GROVE H,MN,55076,4231,,,,,,,6515527905,DAN HAPPE,OWNER,SNGL-FAM HSNG CNSTR,2000,100000,2,1,0,1,0,1521,100,,,,,,,,,,,,0,0,1,,,370,,,,,7,2,,,10716
2001,30547082,CHINAFIND INC,0,698,45,7647,1460 SIMPSON ST,SAINT PAUL,MN,55108,2341,,,,,,,6516459299,CHUNG KUO,OWNER,INFRMTN RTRVL SVCS,2000,140000,2,2,0,2,0,7375,9902,,,,,,,,,,,,0,0,1,,,370,,,,,8,2,,,10716
2001,30563998,MINNESOTA COMPUTERS FOR SCHOOL,0,918,45,605,970 PICKETT ST N,BAYPORT,MN,55003,1489,,,,,,,6517792816,DAVE KETTERING,EXECUTIVE DIRECTOR,ELECTRNC COMPUTERS,2000,1300000,2,10,0,10,0,3571,0,,,,,,,,,,,,0,0,0,,,370,,,,,7,2,,,10716
2001,30564822,MOLLENHAUER GRAVEL PIT BY TRAX,0,456,45,5008,RR 1 BOX 237,LE SUEUR,MN,56058,9772,,,,,,,5076656456,JOHN CLAVY,PRINCIPAL,BRCK STN RLTD MTR,2000,250000,2,2,0,2,0,5032,0,,,,,,,,,,,,0,0,1,,,,,,,,4,2,,,10620
